연대,단어,품사,언어,빈도수
2000s,야속트,ko_nouns,ko,1
2000s,기적,ko_nouns,ko,2
2000s,울,ko_nouns,ko,13
2000s,뱃머리,ko_nouns,ko,3
2000s,아메리카,ko_nouns,ko,2
2000s,술,ko_nouns,ko,3
2000s,취한,ko_nouns,ko,1
2000s,무정트,ko_nouns,ko,1
2000s,깃발,ko_nouns,ko,1
2000s,테프,ko_nouns,ko,1
2000s,곳,ko_nouns,ko,11
2000s,벗,ko_nouns,ko,2
2000s,사려,ko_nouns,ko,1
2000s,미련,ko_nouns,ko,13
2000s,때문,ko_nouns,ko,7
2000s,몸부림,ko_nouns,ko,4
2000s,치,ko_nouns,ko,1
2000s,님,ko_nouns,ko,36
2000s,목,ko_nouns,ko,8
2000s,궂은비,ko_nouns,ko,4
2000s,염,ko_nouns,ko,1
2000s,영등포,ko_nouns,ko,5
2000s,불길,ko_nouns,ko,3
2000s,적막,ko_nouns,ko,1
2000s,추억,ko_nouns,ko,13
2000s,불빛,ko_nouns,ko,3
2000s,하룻밤,ko_nouns,ko,1
2000s,뱃길,ko_nouns,ko,3
2000s,오건,ko_nouns,ko,1
2000s,이국,ko_nouns,ko,3
2000s,땅,ko_nouns,ko,4
2000s,서러움,ko_nouns,ko,2
2000s,현해탄,ko_nouns,ko,2
2000s,달,ko_nouns,ko,12
2000s,문틈,ko_nouns,ko,1
2000s,어머님,ko_nouns,ko,6
2000s,수륙,ko_nouns,ko,2
2000s,만리,ko_nouns,ko,5
2000s,고국,ko_nouns,ko,1
2000s,이건,ko_nouns,ko,1
2000s,머리,ko_nouns,ko,2
2000s,항,ko_nouns,ko,1
2000s,누가,ko_nouns,ko,15
2000s,멀리,ko_nouns,ko,12
2000s,연기,ko_nouns,ko,1
2000s,벌판,ko_nouns,ko,4
2000s,지평선,ko_nouns,ko,4
2000s,노을,ko_nouns,ko,3
2000s,목동,ko_nouns,ko,2
2000s,그림,ko_nouns,ko,2
2000s,움,ko_nouns,ko,4
2000s,뭉,ko_nouns,ko,1
2000s,구름,ko_nouns,ko,13
2000s,저편,ko_nouns,ko,1
2000s,산,ko_nouns,ko,10
2000s,기러기,ko_nouns,ko,6
2000s,언덕길,ko_nouns,ko,1
2000s,초생달,ko_nouns,ko,1
2000s,뿌리,ko_nouns,ko,3
2000s,피리,ko_nouns,ko,2
2000s,노래,ko_nouns,ko,16
2000s,메아리,ko_nouns,ko,4
2000s,뭉게,ko_nouns,ko,1
2000s,편,ko_nouns,ko,1
2000s,내뿜는,ko_nouns,ko,1
2000s,담배,ko_nouns,ko,1
2000s,진고,ko_nouns,ko,2
2000s,신사,ko_nouns,ko,6
2000s,헝크,ko_nouns,ko,1
2000s,러진,ko_nouns,ko,1
2000s,푸르른,ko_nouns,ko,1
2000s,파이프,ko_nouns,ko,1
2000s,실,ko_nouns,ko,1
2000s,첫사랑,ko_nouns,ko,5
2000s,배귀,ko_nouns,ko,1
2000s,정,ko_nouns,ko,8
2000s,깨스등,ko_nouns,ko,1
2000s,기름,ko_nouns,ko,1
2000s,옷,ko_nouns,ko,2
2000s,소녀,ko_nouns,ko,7
2000s,앞,ko_nouns,ko,6
2000s,어제,ko_nouns,ko,4
2000s,요,ko_nouns,ko,10
2000s,꽃송이,ko_nouns,ko,3
2000s,곱,ko_nouns,ko,8
2000s,엄마,ko_nouns,ko,2
2000s,샘,ko_nouns,ko,1
2000s,쌍쌍이,ko_nouns,ko,1
2000s,그림자,ko_nouns,ko,12
2000s,짝,ko_nouns,ko,6
2000s,몸매,ko_nouns,ko,1
2000s,마음씨,ko_nouns,ko,3
2000s,덩이,ko_nouns,ko,1
2000s,세상,ko_nouns,ko,11
2000s,끝,ko_nouns,ko,1
2000s,강가,ko_nouns,ko,1
2000s,맹세,ko_nouns,ko,11
2000s,품,ko_nouns,ko,4
2000s,바람결,ko_nouns,ko,1
2000s,갈대,ko_nouns,ko,5
2000s,영원,ko_nouns,ko,6
2000s,변치,ko_nouns,ko,4
2000s,생각,ko_nouns,ko,22
2000s,산너머,ko_nouns,ko,3
2000s,남촌,ko_nouns,ko,6
2000s,살길,ko_nouns,ko,3
2000s,봄바람,ko_nouns,ko,2
2000s,남,ko_nouns,ko,5
2000s,사월,ko_nouns,ko,4
2000s,진달래,ko_nouns,ko,2
2000s,향기,ko_nouns,ko,5
2000s,밀,ko_nouns,ko,2
2000s,오월,ko_nouns,ko,4
2000s,음새,ko_nouns,ko,2
2000s,오리,ko_nouns,ko,4
2000s,남풍,ko_nouns,ko,3
2000s,불,ko_nouns,ko,9
2000s,빛깔,ko_nouns,ko,1
2000s,금잔디,ko_nouns,ko,1
2000s,벌,ko_nouns,ko,2
2000s,호랑나비,ko_nouns,ko,1
2000s,버들,ko_nouns,ko,1
2000s,밭,ko_nouns,ko,4
2000s,실개천,ko_nouns,ko,1
2000s,종달새,ko_nouns,ko,1
2000s,실어,ko_nouns,ko,3
2000s,부모,ko_nouns,ko,4
2000s,아들,ko_nouns,ko,2
2000s,딸,ko_nouns,ko,2
2000s,박,ko_nouns,ko,1
2000s,영감,ko_nouns,ko,2
2000s,노랭,ko_nouns,ko,1
2000s,청춘,ko_nouns,ko,9
2000s,원더,ko_nouns,ko,4
2000s,아빠,ko_nouns,ko,4
2000s,브라보,ko_nouns,ko,4
2000s,인생,ko_nouns,ko,10
2000s,구경,ko_nouns,ko,7
2000s,서울,ko_nouns,ko,18
2000s,돈,ko_nouns,ko,10
2000s,제일,ko_nouns,ko,5
2000s,산통,ko_nouns,ko,1
2000s,며느리,ko_nouns,ko,1
2000s,황소,ko_nouns,ko,1
2000s,고집,ko_nouns,ko,1
2000s,코,ko_nouns,ko,4
2000s,남쪽,ko_nouns,ko,1
2000s,나라,ko_nouns,ko,2
2000s,월남,ko_nouns,ko,1
2000s,달밤,ko_nouns,ko,1
2000s,십자,ko_nouns,ko,1
2000s,별빛,ko_nouns,ko,6
2000s,하모니카,ko_nouns,ko,1
2000s,아리랑,ko_nouns,ko,1
2000s,멜로디,ko_nouns,ko,4
2000s,향수,ko_nouns,ko,1
2000s,열대어,ko_nouns,ko,1
2000s,사이공,ko_nouns,ko,1
2000s,산호,ko_nouns,ko,1
2000s,아롱다롱,ko_nouns,ko,2
2000s,모래,ko_nouns,ko,3
2000s,이면,ko_nouns,ko,4
2000s,카누,ko_nouns,ko,1
2000s,고향,ko_nouns,ko,10
2000s,산천,ko_nouns,ko,1
2000s,강,ko_nouns,ko,7
2000s,건너,ko_nouns,ko,10
2000s,남도,ko_nouns,ko,1
2000s,천리,ko_nouns,ko,11
2000s,그린,ko_nouns,ko,1
2000s,철,ko_nouns,ko,2
2000s,손,ko_nouns,ko,10
2000s,자장,ko_nouns,ko,4
2000s,아가,ko_nouns,ko,2
2000s,길이,ko_nouns,ko,10
2000s,운명,ko_nouns,ko,4
2000s,업힌,ko_nouns,ko,1
2000s,파란,ko_nouns,ko,5
2000s,흰구름,ko_nouns,ko,3
2000s,조개잡이,ko_nouns,ko,3
2000s,처녀,ko_nouns,ko,10
2000s,콧노래,ko_nouns,ko,2
2000s,발,ko_nouns,ko,3
2000s,부,ko_nouns,ko,3
2000s,심심,ko_nouns,ko,1
2000s,산골,ko_nouns,ko,3
2000s,날개,ko_nouns,ko,2
2000s,물건,ko_nouns,ko,1
2000s,정녕,ko_nouns,ko,1
2000s,라면,ko_nouns,ko,5
2000s,받드,ko_nouns,ko,1
2000s,해도,ko_nouns,ko,9
2000s,무지개,ko_nouns,ko,3
2000s,밑,ko_nouns,ko,3
2000s,행복,ko_nouns,ko,4
2000s,샘터,ko_nouns,ko,1
2000s,서로,ko_nouns,ko,12
2000s,잡고,ko_nouns,ko,5
2000s,마즈,ko_nouns,ko,1
2000s,막,ko_nouns,ko,1
2000s,석양,ko_nouns,ko,1
2000s,해풍,ko_nouns,ko,1
2000s,비바람,ko_nouns,ko,2
2000s,아아,ko_nouns,ko,12
2000s,황포,ko_nouns,ko,2
2000s,돛대,ko_nouns,ko,2
2000s,순풍,ko_nouns,ko,1
2000s,돛,ko_nouns,ko,1
2000s,황혼,ko_nouns,ko,3
2000s,사공,ko_nouns,ko,2
2000s,산아,ko_nouns,ko,2
2000s,옛날,ko_nouns,ko,8
2000s,고향이,ko_nouns,ko,3
2000s,물이,ko_nouns,ko,1
2000s,마르고,ko_nouns,ko,1
2000s,문전,ko_nouns,ko,2
2000s,옥답,ko_nouns,ko,1
2000s,잡초,ko_nouns,ko,1
2000s,바다,ko_nouns,ko,2
2000s,어부,ko_nouns,ko,1
2000s,래일,ko_nouns,ko,1
2000s,세,ko_nouns,ko,2
2000s,까닭,ko_nouns,ko,2
2000s,철새,ko_nouns,ko,3
2000s,낙엽,ko_nouns,ko,23
2000s,흐,ko_nouns,ko,2
2000s,살,ko_nouns,ko,44
2000s,끼리,ko_nouns,ko,4
2000s,정답,ko_nouns,ko,9
2000s,충무로,ko_nouns,ko,2
2000s,명동,ko_nouns,ko,2
2000s,애드벨룬,ko_nouns,ko,2
2000s,둥실,ko_nouns,ko,3
2000s,부풀,ko_nouns,ko,5
2000s,오후,ko_nouns,ko,2
2000s,남산,ko_nouns,ko,4
2000s,새장,ko_nouns,ko,1
2000s,카나리아,ko_nouns,ko,1
2000s,비리비리,ko_nouns,ko,2
2000s,배배,ko_nouns,ko,2
2000s,남성,ko_nouns,ko,2
2000s,금지,ko_nouns,ko,2
2000s,구역,ko_nouns,ko,2
2000s,가시나이,ko_nouns,ko,2
2000s,녜,ko_nouns,ko,2
2000s,바지,ko_nouns,ko,2
2000s,쉬,ko_nouns,ko,1
2000s,대요,ko_nouns,ko,1
2000s,기숙사,ko_nouns,ko,1
2000s,코스모스,ko_nouns,ko,4
2000s,피고,ko_nouns,ko,7
2000s,지고,ko_nouns,ko,10
2000s,울타리,ko_nouns,ko,1
2000s,너머,ko_nouns,ko,2
2000s,공부,ko_nouns,ko,1
2000s,시험,ko_nouns,ko,1
2000s,졸업,ko_nouns,ko,1
2000s,무얼,ko_nouns,ko,1
2000s,외출,ko_nouns,ko,2
2000s,어쩌면,ko_nouns,ko,4
2000s,이슬비,ko_nouns,ko,3
2000s,외로움,ko_nouns,ko,9
2000s,고독,ko_nouns,ko,2
2000s,덕수궁,ko_nouns,ko,2
2000s,돌담,ko_nouns,ko,2
2000s,장길,ko_nouns,ko,2
2000s,거니,ko_nouns,ko,4
2000s,밤비,ko_nouns,ko,7
2000s,울릉도,ko_nouns,ko,7
2000s,소식,ko_nouns,ko,3
2000s,부모님,ko_nouns,ko,1
2000s,모친,ko_nouns,ko,1
2000s,미움,ko_nouns,ko,4
2000s,원한,ko_nouns,ko,1
2000s,맺힌,ko_nouns,ko,7
2000s,어도,ko_nouns,ko,1
2000s,음,ko_nouns,ko,4
2000s,건만,ko_nouns,ko,1
2000s,임의,ko_nouns,ko,3
2000s,기어이,ko_nouns,ko,2
2000s,울음,ko_nouns,ko,9
2000s,안녕,ko_nouns,ko,18
2000s,비둘기,ko_nouns,ko,3
2000s,구구,ko_nouns,ko,1
2000s,깊이,ko_nouns,ko,6
2000s,날밤,ko_nouns,ko,1
2000s,글라스,ko_nouns,ko,1
2000s,여자,ko_nouns,ko,28
2000s,애원,ko_nouns,ko,1
2000s,소냐,ko_nouns,ko,1
2000s,헤메,ko_nouns,ko,1
2000s,재,ko_nouns,ko,2
2000s,불나비,ko_nouns,ko,2
2000s,도,ko_nouns,ko,1
2000s,세월,ko_nouns,ko,11
2000s,전,ko_nouns,ko,4
2000s,옵,ko_nouns,ko,8
2000s,서예,ko_nouns,ko,8
2000s,두운,ko_nouns,ko,3
2000s,눈비,ko_nouns,ko,2
2000s,오거,ko_nouns,ko,2
2000s,보,ko_nouns,ko,4
2000s,아카시아,ko_nouns,ko,6
2000s,다시피,ko_nouns,ko,1
2000s,옛사랑,ko_nouns,ko,3
2000s,괴로움,ko_nouns,ko,1
2000s,아내,ko_nouns,ko,1
2000s,첫,ko_nouns,ko,3
2000s,고양이,ko_nouns,ko,1
2000s,잔,ko_nouns,ko,1
2000s,주름,ko_nouns,ko,1
2000s,호랑이,ko_nouns,ko,1
2000s,남자,ko_nouns,ko,4
2000s,휘,ko_nouns,ko,2
2000s,소릴,ko_nouns,ko,2
2000s,보지,ko_nouns,ko,3
2000s,공처,ko_nouns,ko,3
2000s,사노라면,ko_nouns,ko,1
2000s,짜증,ko_nouns,ko,1
2000s,마누라,ko_nouns,ko,1
2000s,극성,ko_nouns,ko,1
2000s,기,ko_nouns,ko,1
2000s,눈치,ko_nouns,ko,1
2000s,밥,ko_nouns,ko,1
2000s,연락선,ko_nouns,ko,3
2000s,타고,ko_nouns,ko,5
2000s,가면,ko_nouns,ko,13
2000s,이나,ko_nouns,ko,2
2000s,트위스트,ko_nouns,ko,6
2000s,동백,ko_nouns,ko,1
2000s,호박엿,ko_nouns,ko,1
2000s,오징어,ko_nouns,ko,2
2000s,풍년,ko_nouns,ko,2
2000s,육지,ko_nouns,ko,1
2000s,손님,ko_nouns,ko,1
2000s,어서,ko_nouns,ko,11
2000s,형편,ko_nouns,ko,1
2000s,비틀비틀,ko_nouns,ko,1
2000s,요게바,ko_nouns,ko,1
2000s,평생,ko_nouns,ko,1
2000s,다가,ko_nouns,ko,1
2000s,도록,ko_nouns,ko,2
2000s,기차,ko_nouns,ko,2
2000s,비행기,ko_nouns,ko,1
2000s,실컷,ko_nouns,ko,1
2000s,싱글벙글,ko_nouns,ko,1
2000s,생글생글,ko_nouns,ko,1
2000s,마님,ko_nouns,ko,1
2000s,대풍,ko_nouns,ko,1
2000s,온,ko_nouns,ko,3
2000s,종점,ko_nouns,ko,6
2000s,땐,ko_nouns,ko,2
2000s,한평생,ko_nouns,ko,1
2000s,어드메,ko_nouns,ko,1
2000s,계시,ko_nouns,ko,1
2000s,먼지,ko_nouns,ko,1
2000s,대답,ko_nouns,ko,7
2000s,남매,ko_nouns,ko,1
2000s,뼈,ko_nouns,ko,1
2000s,오빠,ko_nouns,ko,1
2000s,보아,ko_nouns,ko,1
2000s,뭄,ko_nouns,ko,1
2000s,부림,ko_nouns,ko,1
2000s,나그네,ko_nouns,ko,3
2000s,흐느끼,ko_nouns,ko,3
2000s,가도,ko_nouns,ko,4
2000s,방랑,ko_nouns,ko,1
2000s,충청도,ko_nouns,ko,1
2000s,아줌마,ko_nouns,ko,1
2000s,한사코,ko_nouns,ko,1
2000s,주안상,ko_nouns,ko,1
2000s,마주,ko_nouns,ko,2
2000s,설움,ko_nouns,ko,3
2000s,엮어,ko_nouns,ko,1
2000s,투술,ko_nouns,ko,1
2000s,사투리,ko_nouns,ko,2
2000s,구나,ko_nouns,ko,2
2000s,과거,ko_nouns,ko,5
2000s,희망,ko_nouns,ko,3
2000s,키다리,ko_nouns,ko,5
2000s,미스터,ko_nouns,ko,6
2000s,김,ko_nouns,ko,14
2000s,키,ko_nouns,ko,2
2000s,이예,ko_nouns,ko,1
2000s,매력,ko_nouns,ko,3
2000s,홀랑,ko_nouns,ko,1
2000s,반했어,ko_nouns,ko,1
2000s,털털,ko_nouns,ko,1
2000s,안경,ko_nouns,ko,1
2000s,말씀,ko_nouns,ko,1
2000s,안보,ko_nouns,ko,1
2000s,곤,ko_nouns,ko,1
2000s,싱글,ko_nouns,ko,1
2000s,웃,ko_nouns,ko,1
2000s,무정,ko_nouns,ko,1
2000s,터,ko_nouns,ko,2
2000s,한탄,ko_nouns,ko,1
2000s,마소,ko_nouns,ko,1
2000s,진정,ko_nouns,ko,1
2000s,거짓말,ko_nouns,ko,1
2000s,행여,ko_nouns,ko,4
2000s,조이,ko_nouns,ko,1
2000s,낭군,ko_nouns,ko,3
2000s,급제,ko_nouns,ko,1
2000s,평양,ko_nouns,ko,2
2000s,기생,ko_nouns,ko,2
2000s,일편단심,ko_nouns,ko,2
2000s,거짓,ko_nouns,ko,1
2000s,주야,ko_nouns,ko,1
2000s,듯,ko_nouns,ko,4
2000s,정일,ko_nouns,ko,2
2000s,정처,ko_nouns,ko,1
2000s,벌거숭이,ko_nouns,ko,2
2000s,빈손,ko_nouns,ko,2
2000s,강물,ko_nouns,ko,4
2000s,지난,ko_nouns,ko,7
2000s,그리움만,ko_nouns,ko,2
2000s,찬,ko_nouns,ko,9
2000s,서리,ko_nouns,ko,2
2000s,황금,ko_nouns,ko,1
2000s,아햐,ko_nouns,ko,1
2000s,정다운,ko_nouns,ko,5
2000s,바닷가,ko_nouns,ko,3
2000s,화진포,ko_nouns,ko,3
2000s,뭉게뭉게,ko_nouns,ko,1
2000s,껍질,ko_nouns,ko,1
2000s,줏어모,ko_nouns,ko,1
2000s,은,ko_nouns,ko,3
2000s,언약,ko_nouns,ko,2
2000s,돛단배,ko_nouns,ko,1
2000s,오색,ko_nouns,ko,1
2000s,모래성,ko_nouns,ko,1
2000s,손가락,ko_nouns,ko,2
2000s,아랴,ko_nouns,ko,2
2000s,갑,ko_nouns,ko,4
2000s,돌이,ko_nouns,ko,4
2000s,갑순이,ko_nouns,ko,4
2000s,곁,ko_nouns,ko,6
2000s,음음음,ko_nouns,ko,3
2000s,척,ko_nouns,ko,2
2000s,시집,ko_nouns,ko,2
2000s,첫날,ko_nouns,ko,2
2000s,화가,ko_nouns,ko,1
2000s,장가,ko_nouns,ko,3
2000s,경상도,ko_nouns,ko,4
2000s,청년,ko_nouns,ko,2
2000s,수염,ko_nouns,ko,1
2000s,나이,ko_nouns,ko,2
2000s,위로,ko_nouns,ko,1
2000s,극장,ko_nouns,ko,1
2000s,구경만,ko_nouns,ko,1
2000s,유모,ko_nouns,ko,1
2000s,털,ko_nouns,ko,2
2000s,타입,ko_nouns,ko,1
2000s,재미,ko_nouns,ko,1
2000s,데이트,ko_nouns,ko,2
2000s,골려,ko_nouns,ko,1
2000s,재주,ko_nouns,ko,2
2000s,태산,ko_nouns,ko,1
2000s,무어,ko_nouns,ko,3
2000s,산만,ko_nouns,ko,2
2000s,곰,ko_nouns,ko,2
2000s,여덟시,ko_nouns,ko,3
2000s,통근,ko_nouns,ko,3
2000s,대머리,ko_nouns,ko,4
2000s,근심,ko_nouns,ko,1
2000s,무심코,ko_nouns,ko,1
2000s,전차,ko_nouns,ko,2
2000s,눈총,ko_nouns,ko,1
2000s,부끄러움,ko_nouns,ko,1
2000s,맘,ko_nouns,ko,4
2000s,답,ko_nouns,ko,5
2000s,삼각지,ko_nouns,ko,4
2000s,로터리,ko_nouns,ko,2
2000s,글피,ko_nouns,ko,1
2000s,찿,ko_nouns,ko,2
2000s,낙비,ko_nouns,ko,2
2000s,마음껏,ko_nouns,ko,1
2000s,치면,ko_nouns,ko,2
2000s,풍차,ko_nouns,ko,2
2000s,기도,ko_nouns,ko,1
2000s,웃기,ko_nouns,ko,1
2000s,물,ko_nouns,ko,4
2000s,두메,ko_nouns,ko,1
2000s,도라지,ko_nouns,ko,1
2000s,산딸기,ko_nouns,ko,1
2000s,향,ko_nouns,ko,3
2000s,풀,ko_nouns,ko,1
2000s,수수,ko_nouns,ko,1
2000s,감자,ko_nouns,ko,1
2000s,씨,ko_nouns,ko,2
2000s,귀,ko_nouns,ko,1
2000s,저런,ko_nouns,ko,2
2000s,어쩌구,ko_nouns,ko,2
2000s,저쩌구,ko_nouns,ko,2
2000s,양,ko_nouns,ko,1
2000s,겉,ko_nouns,ko,2
2000s,비단,ko_nouns,ko,2
2000s,고,ko_nouns,ko,10
2000s,정말,ko_nouns,ko,7
2000s,결혼,ko_nouns,ko,2
2000s,헤이,ko_nouns,ko,5
2000s,마음속,ko_nouns,ko,4
2000s,고이,ko_nouns,ko,3
2000s,삼다도,ko_nouns,ko,2
2000s,파,ko_nouns,ko,1
2000s,간주곡,ko_nouns,ko,1
2000s,연주,ko_nouns,ko,1
2000s,가사,ko_nouns,ko,1
2000s,작성자,ko_nouns,ko,1
2000s,최영식,ko_nouns,ko,1
2000s,리다,ko_nouns,ko,1
2000s,상,ko_nouns,ko,1
2000s,처가,ko_nouns,ko,1
2000s,가다가,ko_nouns,ko,3
2000s,살짝,ko_nouns,ko,1
2000s,열,ko_nouns,ko,2
2000s,보데,ko_nouns,ko,1
2000s,사원,ko_nouns,ko,1
2000s,한지,ko_nouns,ko,1
2000s,몽땅,ko_nouns,ko,4
2000s,그냥,ko_nouns,ko,1
2000s,깜짝,ko_nouns,ko,2
2000s,전무,ko_nouns,ko,2
2000s,라나,ko_nouns,ko,1
2000s,바보,ko_nouns,ko,6
2000s,자해,ko_nouns,ko,1
2000s,소문,ko_nouns,ko,1
2000s,불행,ko_nouns,ko,1
2000s,빛과,ko_nouns,ko,4
2000s,지옥,ko_nouns,ko,2
2000s,호박꽃,ko_nouns,ko,3
2000s,하소,ko_nouns,ko,2
2000s,미인,ko_nouns,ko,2
2000s,뚱뚱보,ko_nouns,ko,1
2000s,깨,ko_nouns,ko,1
2000s,여드름,ko_nouns,ko,1
2000s,외로워,ko_nouns,ko,11
2000s,사이,ko_nouns,ko,3
2000s,지네,ko_nouns,ko,5
2000s,꿈속,ko_nouns,ko,1
2000s,가지,ko_nouns,ko,18
2000s,갈수록,ko_nouns,ko,1
2000s,헤어,ko_nouns,ko,1
2000s,애절,ko_nouns,ko,1
2000s,삼일로,ko_nouns,ko,4
2000s,고갯길,ko_nouns,ko,3
2000s,그날,ko_nouns,ko,4
2000s,자고,ko_nouns,ko,4
2000s,발자욱,ko_nouns,ko,1
2000s,등불,ko_nouns,ko,5
2000s,갖,ko_nouns,ko,3
2000s,잡새,ko_nouns,ko,1
2000s,봉황,ko_nouns,ko,1
2000s,구곡,ko_nouns,ko,1
2000s,심,ko_nouns,ko,1
2000s,무인,ko_nouns,ko,1
2000s,처,ko_nouns,ko,1
2000s,수립,ko_nouns,ko,1
2000s,비조,ko_nouns,ko,1
2000s,뭍새,ko_nouns,ko,1
2000s,농촌,ko_nouns,ko,1
2000s,화답,ko_nouns,ko,1
2000s,생,ko_nouns,ko,2
2000s,쑥국,ko_nouns,ko,4
2000s,국,ko_nouns,ko,1
2000s,어히,ko_nouns,ko,2
2000s,좌우,ko_nouns,ko,2
2000s,꾀꼬리,ko_nouns,ko,1
2000s,가나,ko_nouns,ko,2
2000s,꾀꼴,ko_nouns,ko,3
2000s,꾀꾀,ko_nouns,ko,1
2000s,꼴,ko_nouns,ko,1
2000s,해당화,ko_nouns,ko,2
2000s,섬,ko_nouns,ko,2
2000s,선생님,ko_nouns,ko,4
2000s,섬색시,ko_nouns,ko,1
2000s,마오,ko_nouns,ko,12
2000s,별처럼,ko_nouns,ko,3
2000s,시름,ko_nouns,ko,1
2000s,안개,ko_nouns,ko,6
2000s,목소리,ko_nouns,ko,2
2000s,장충단,ko_nouns,ko,3
2000s,공원,ko_nouns,ko,5
2000s,낙엽송,ko_nouns,ko,1
2000s,고목,ko_nouns,ko,1
2000s,뚜렷,ko_nouns,ko,1
2000s,글씨,ko_nouns,ko,1
2000s,비탈길,ko_nouns,ko,1
2000s,산길,ko_nouns,ko,1
2000s,산기슭,ko_nouns,ko,1
2000s,발자취,ko_nouns,ko,1
2000s,정이,ko_nouns,ko,2
2000s,정도,ko_nouns,ko,1
2000s,엎,ko_nouns,ko,2
2000s,유리잔,ko_nouns,ko,2
2000s,인연,ko_nouns,ko,1
2000s,다짐,ko_nouns,ko,2
2000s,창가,ko_nouns,ko,5
2000s,린다,ko_nouns,ko,2
2000s,남고,ko_nouns,ko,1
2000s,남아,ko_nouns,ko,3
2000s,빗줄기,ko_nouns,ko,1
2000s,려고,ko_nouns,ko,3
2000s,누굴,ko_nouns,ko,1
2000s,향땅,ko_nouns,ko,2
2000s,영산강,ko_nouns,ko,3
2000s,울산,ko_nouns,ko,5
2000s,애기,ko_nouns,ko,5
2000s,삼돌이,ko_nouns,ko,4
2000s,편지,ko_nouns,ko,4
2000s,나도야,ko_nouns,ko,1
2000s,간주,ko_nouns,ko,1
2000s,순직,ko_nouns,ko,1
2000s,선물,ko_nouns,ko,2
2000s,아름,ko_nouns,ko,1
2000s,온대,ko_nouns,ko,1
2000s,눈짓,ko_nouns,ko,2
2000s,몸짓,ko_nouns,ko,2
2000s,이야기,ko_nouns,ko,4
2000s,속삭임,ko_nouns,ko,2
2000s,유달산,ko_nouns,ko,2
2000s,노적봉,ko_nouns,ko,1
2000s,삼학도,ko_nouns,ko,1
2000s,말좀,ko_nouns,ko,1
2000s,신병,ko_nouns,ko,2
2000s,훈련,ko_nouns,ko,2
2000s,육개,ko_nouns,ko,2
2000s,작대기,ko_nouns,ko,2
2000s,개,ko_nouns,ko,3
2000s,그게,ko_nouns,ko,2
2000s,일병,ko_nouns,ko,8
2000s,부라보,ko_nouns,ko,6
2000s,기상,ko_nouns,ko,1
2000s,나팔,ko_nouns,ko,1
2000s,식사,ko_nouns,ko,1
2000s,병사,ko_nouns,ko,4
2000s,휴가,ko_nouns,ko,1
2000s,졸병,ko_nouns,ko,1
2000s,그녀,ko_nouns,ko,7
2000s,백발,ko_nouns,ko,1
2000s,뱅,ko_nouns,ko,1
2000s,사수,ko_nouns,ko,2
2000s,인기,ko_nouns,ko,2
2000s,핸섬,ko_nouns,ko,2
2000s,보이,ko_nouns,ko,2
2000s,육군,ko_nouns,ko,2
2000s,그대로,ko_nouns,ko,1
2000s,헤,ko_nouns,ko,2
2000s,시침,ko_nouns,ko,1
2000s,윙크,ko_nouns,ko,1
2000s,넘버원,ko_nouns,ko,1
2000s,백발백중,ko_nouns,ko,1
2000s,북촌,ko_nouns,ko,1
2000s,산다,ko_nouns,ko,2
2000s,댁,ko_nouns,ko,1
2000s,도령,ko_nouns,ko,2
2000s,임금님,ko_nouns,ko,4
2000s,임금,ko_nouns,ko,1
2000s,벽오동,ko_nouns,ko,1
2000s,찻집,ko_nouns,ko,3
2000s,겄,ko_nouns,ko,2
2000s,팔도,ko_nouns,ko,6
2000s,강산,ko_nouns,ko,9
2000s,리길,ko_nouns,ko,1
2000s,데헤,ko_nouns,ko,4
2000s,얼,ko_nouns,ko,2
2000s,시구,ko_nouns,ko,4
2000s,먹기,ko_nouns,ko,4
2000s,줄줄이,ko_nouns,ko,2
2000s,판이,ko_nouns,ko,1
2000s,웃음꽃,ko_nouns,ko,1
2000s,살림,ko_nouns,ko,1
2000s,훌라춤,ko_nouns,ko,1
2000s,기쁨,ko_nouns,ko,5
2000s,레알,ko_nouns,ko,1
2000s,하와,ko_nouns,ko,2
2000s,이안,ko_nouns,ko,2
2000s,웁니,ko_nouns,ko,3
2000s,야자수,ko_nouns,ko,1
2000s,아래,ko_nouns,ko,4
2000s,와이키키,ko_nouns,ko,1
2000s,해변,ko_nouns,ko,1
2000s,맹서,ko_nouns,ko,1
2000s,구월,ko_nouns,ko,5
2000s,가로수,ko_nouns,ko,1
2000s,나뭇잎,ko_nouns,ko,1
2000s,무성,ko_nouns,ko,1
2000s,준,ko_nouns,ko,2
2000s,마디,ko_nouns,ko,1
2000s,시월,ko_nouns,ko,3
2000s,섧다,ko_nouns,ko,2
2000s,축,ko_nouns,ko,1
2000s,강변,ko_nouns,ko,2
2000s,서면,ko_nouns,ko,2
2000s,몰래,ko_nouns,ko,1
2000s,심정,ko_nouns,ko,1
2000s,잔별,ko_nouns,ko,1
2000s,만날,ko_nouns,ko,2
2000s,신작로,ko_nouns,ko,1
2000s,새봄,ko_nouns,ko,1
2000s,집의,ko_nouns,ko,4
2000s,울렁,ko_nouns,ko,1
2000s,꽃들이,ko_nouns,ko,1
2000s,빨,ko_nouns,ko,2
2000s,장미,ko_nouns,ko,2
2000s,백합,ko_nouns,ko,2
2000s,천배,ko_nouns,ko,4
2000s,만배,ko_nouns,ko,4
2000s,단둘,ko_nouns,ko,2
2000s,뺨,ko_nouns,ko,5
2000s,몹시,ko_nouns,ko,1
2000s,웁,ko_nouns,ko,1
